Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
"Soul Eater, Vol. 12","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 13","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 17","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 2","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 21","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 22","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 23","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 3","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 4","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 5","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 6","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 7","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 8","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
"Soul Eater, Vol. 9","Ohkubo, Atsushi",,,,Florida,Escambia County Public Schools,2023-2024
Delirium,"Oliver, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Pandemonium,"Oliver, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Requiem,"Oliver, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Vanishing Girls,"Oliver, Lauren",,,,Florida,Escambia County Public Schools,2023-2024
Finn,"Olshan, Matthew",,,,Florida,Escambia County Public Schools,2023-2024
Tupac Shakur,"Olson, Nathan",,,,Florida,Escambia County Public Schools,2023-2024
The Third Twin,"Omololu, Cynthia Jaynes",,,,Florida,Escambia County Public Schools,2023-2024
Every Hidden Thing,"Oppel, Kenneth",,,,Florida,Escambia County Public Schools,2023-2024
American Photography,"Orvell, Miles",,,,Florida,Escambia County Public Schools,2023-2024
The Beloved Wild,"Ostrom, Melissa",,,,Florida,Escambia County Public Schools,2023-2024
The Imitation Game: Alan Turing Decoded,"Ottaviani, Jim",,"Purvis, Leland",,Florida,Escambia County Public Schools,2023-2024
Raintree Steck-Vaughn Illustrated Science Encyclopedia,"Oxford, Andromeda",,,,Florida,Escambia County Public Schools,2023-2024
HIV infection: The Facts You Need to Know,"Packer, Kenneth L.",,,,Florida,Escambia County Public Schools,2023-2024
Stealing Snow,"Paige, D. M.",,,,Florida,Escambia County Public Schools,2023-2024
"Sojourner Truth: A life, A Symbol","Painter, Nell Irvin",,,,Florida,Escambia County Public Schools,2023-2024
Who Put This Song On?,"Parker, Morgan",,,,Florida,Escambia County Public Schools,2023-2024
Valediction,"Parker, Robert B.",,,,Florida,Escambia County Public Schools,2023-2024
Super Human Encyclopedia: Discover the Amazing Things Your Body Can Do,"Parker, Steve",,,,Florida,Escambia County Public Schools,2023-2024
Coping with Date Rape and Acquaintance Rape,"Parrot, Andrea",,,,Florida,Escambia County Public Schools,2023-2024
Doctor Zhivago,"Pasternak, Boris Leonidovich",,,,Florida,Escambia County Public Schools,2023-2024
Rani Patel in Full Effect,"Patel, Sonia",,,,Florida,Escambia County Public Schools,2023-2024
Jacob Have I Loved,"Paterson, Katherine",,,,Florida,Escambia County Public Schools,2023-2024
The Land and People of South Africa,"Paton, Jonathan",,,,Florida,Escambia County Public Schools,2023-2024
Confessions of a Murder Suspect,"Patterson, James","Paetro, Maxine",,,Florida,Escambia County Public Schools,2023-2024
Cross,"Patterson, James",,,,Florida,Escambia County Public Schools,2023-2024
London Bridges,"Patterson, James",,,,Florida,Escambia County Public Schools,2023-2024
NYPD Red,"Patterson, James","Karp, Marshall",,,Florida,Escambia County Public Schools,2023-2024
"Private: New York, Los Angeles, London, Paris","Patterson, James","Paetro, Maxine",,,Florida,Escambia County Public Schools,2023-2024
The Beach House,"Patterson, James","De Jonge, Peter",,,Florida,Escambia County Public Schools,2023-2024
The Jester,"Patterson, James",,,,Florida,Escambia County Public Schools,2023-2024
The Murder of King Tut: The Plot to Kill the Child King - A Nonfiction Thriller,"Patterson, James","Dugard, Martin",,,Florida,Escambia County Public Schools,2023-2024
Violets Are Blue (JP),"Patterson, James",,,,Florida,Escambia County Public Schools,2023-2024
When the Wind Blows,"Patterson, James",,,,Florida,Escambia County Public Schools,2023-2024
Zoo,"Patterson, James","Ledwidge, Michael",,,Florida,Escambia County Public Schools,2023-2024
Enough,"Payne, Mary Jennifer",,,,Florida,Escambia County Public Schools,2023-2024
Ancient Greece,"Pearson, Anne",,,,Florida,Escambia County Public Schools,2023-2024
Dance of Thieves,"Pearson, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
The Beauty of Darkness,"Pearson, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
The Heart of Betrayal,"Pearson, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
The Kiss of Deception,"Pearson, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
Vow of Thieves,"Pearson, Mary E.",,,,Florida,Escambia County Public Schools,2023-2024
A Year Down Yonder,"Peck, Richard",,,,Florida,Escambia County Public Schools,2023-2024
Fair Weather,"Peck, Richard",,,,Florida,Escambia County Public Schools,2023-2024
Anna and the French Kiss,"Perkins, Stephanie",,,,Florida,Escambia County Public Schools,2023-2024
Isla and the Happily Ever After,"Perkins, Stephanie",,,,Florida,Escambia County Public Schools,2023-2024
Malcolm: The Life of a Man Who Changed Black America,"Perry, Bruce",,,,Florida,Escambia County Public Schools,2023-2024
Life As We Knew It,"Pfeffer, Susan Beth",,,,Florida,Escambia County Public Schools,2023-2024
The Dead and the Gone,"Pfeffer, Susan Beth",,,,Florida,Escambia County Public Schools,2023-2024
This World We Live In,"Pfeffer, Susan Beth",,,,Florida,Escambia County Public Schools,2023-2024
Mythology (Eyewitness),"Philip, Neil",,,,Florida,Escambia County Public Schools,2023-2024
Mythology of the World,"Philip, Neil",,,,Florida,Escambia County Public Schools,2023-2024
The Field Guide to the North American Teenager,"Philippe, Ben",,,,Florida,Escambia County Public Schools,2023-2024
The Templar Revelation: Secret Guardians of the True Identity of Christ,"Picknett, Lynn",,,,Florida,Escambia County Public Schools,2023-2024
Between the Lines,"Picoult, Jodi",,,,Florida,Escambia County Public Schools,2023-2024
Plain Truth,"Picoult, Jodi",,,,Florida,Escambia County Public Schools,2023-2024
Mastiff,"Pierce, Tamora",,,,Florida,Escambia County Public Schools,2023-2024
Bloodhound,"Pierce, Tamora.",,,,Florida,Escambia County Public Schools,2023-2024
Life After Theft,"Pike, Aprilynne",,,,Florida,Escambia County Public Schools,2023-2024
13 Minutes,"Pinborough, Sarah",,,,Florida,Escambia County Public Schools,2023-2024
The Bell Jar,"Plath, Sylvia",,,,Florida,Escambia County Public Schools,2023-2024
Bridges: The Spans of North America,"Plowden, David",,,,Florida,Escambia County Public Schools,2023-2024
Robert Louis Stevenson,"Pomplun, Tom",,,,Florida,Escambia County Public Schools,2023-2024
Blue Moon (JP),"Ponti, James",,,,Florida,Escambia County Public Schools,2023-2024
Dark Days,"Ponti, James",,,,Florida,Escambia County Public Schools,2023-2024
Dead City,"Ponti, James",,,,Florida,Escambia County Public Schools,2023-2024
There Will Come a Darkness,"Pool, Katy Rose",,,,Florida,Escambia County Public Schools,2023-2024
Dinner with Dimaggio: Memories of an American Hero,"Positano, Rock G.",,,,Florida,Escambia County Public Schools,2023-2024
Hallway Diaries,"Pride, Felicia",,,,Florida,Escambia County Public Schools,2023-2024
Close Range: Wyoming Stories,"Proulx, Annie",,,,Florida,Escambia County Public Schools,2023-2024
The Past Recaptured,"Proust, Marcel",,,,Florida,Escambia County Public Schools,2023-2024
His Dark Materials,"Pullman, Philip",,,,Florida,Escambia County Public Schools,2023-2024
The Amber Spyglass,"Pullman, Philip",,,,Florida,Escambia County Public Schools,2023-2024
Boy 21,"Quick, Matthew",,,,Florida,Escambia County Public Schools,2023-2024
"Forgive Me, Leonard Peacock","Quick, Matthew",,,,Florida,Escambia County Public Schools,2023-2024
Black and Blue,"Quindlen, Anna",,,,Florida,Escambia County Public Schools,2023-2024
The Forever Watch,"Ramirez, David",,,,Florida,Escambia County Public Schools,2023-2024
Punkzilla,"Rapp, Adam",,,,Florida,Escambia County Public Schools,2023-2024
The Black Kids,"Reed, Christina Hammonds",,,,Florida,Escambia County Public Schools,2023-2024
The AIDS Epidemic: Disaster and Survival,"Reed, Jennifer",,,,Florida,Escambia County Public Schools,2023-2024
Burning Nation,"Reedy, Trent",,,,Florida,Escambia County Public Schools,2023-2024
Pirates!,"Rees, Celia",,,,Florida,Escambia County Public Schools,2023-2024
Sexual Abuse and Incest,"Reinert, Dale Robert",,,,Florida,Escambia County Public Schools,2023-2024
Tokyo Heist,"Renn, Diana",,,,Florida,Escambia County Public Schools,2023-2024
"Knocked Out By My Nunga Nungas: Further, Further Confessions of Georgia Nicolson","Rennison, Louise",,,,Florida,Escambia County Public Schools,2023-2024
"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)","Rennison, Louise",,,,Florida,Escambia County Public Schools,2023-2024
Red Glass,"Resau, Laura",,,,Florida,Escambia County Public Schools,2023-2024
Amazon Basin: Vanishing Cultures,"Reynolds, Jan",,,,Florida,Escambia County Public Schools,2023-2024
Fearless Women: Courageous Females Who Refused to Be Denied,"Reynolds, Toby",,,,Florida,Escambia County Public Schools,2023-2024
Hank: The Short Life and Long Country Road of Hank Williams,"Ribowsky, Mark",,,,Florida,Escambia County Public Schools,2023-2024
Hollow City: The Graphic Novel,"Riggs, Ransom",,"Jean, Cassandra",,Florida,Escambia County Public Schools,2023-2024
"My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl","Rinaldi, Ann",,,,Florida,Escambia County Public Schools,2023-2024
Never Look Back,"Rivera, Lilliam",,,,Florida,Escambia County Public Schools,2023-2024
The Education of Margot Sanchez,"Rivera, Lilliam",,,,Florida,Escambia County Public Schools,2023-2024
Villa Incognito,"Robbins, Tom",,,,Florida,Escambia County Public Schools,2023-2024
Invisibility,"Robertson, Andrea","Levithan, David",,,Florida,Escambia County Public Schools,2023-2024
The Conjurer's Riddle,"Robertson, Andrea",,,,Florida,Escambia County Public Schools,2023-2024
The Inventor's Secret,"Robertson, Andrea",,,,Florida,Escambia County Public Schools,2023-2024
A List of Cages,"Roe, Robin",,,,Florida,Escambia County Public Schools,2023-2024
How I Live Now,"Rosoff, Meg",,,,Florida,Escambia County Public Schools,2023-2024
There Is No Dog,"Rosoff, Meg",,,,Florida,Escambia County Public Schools,2023-2024
Into the Still Blue,"Rossi, Veronica",,,,Florida,Escambia County Public Schools,2023-2024
Allegiant,"Roth, Veronica",,,,Florida,Escambia County Public Schools,2023-2024
Divergent,"Roth, Veronica",,,,Florida,Escambia County Public Schools,2023-2024
Insurgent,"Roth, Veronica",,,,Florida,Escambia County Public Schools,2023-2024
Fangirl,"Rowell, Rainbow",,,,Florida,Escambia County Public Schools,2023-2024
The God of Small Things,"Roy, Arundhati",,,,Florida,Escambia County Public Schools,2023-2024
96 Words For Love,"Roy, Rachel",,,,Florida,Escambia County Public Schools,2023-2024
Bone Gap,"Ruby, Laura",,,,Florida,Escambia County Public Schools,2023-2024
Good Girls,"Ruby, Laura",,,,Florida,Escambia County Public Schools,2023-2024
My Dark Vanessa,"Russell, Kate Elizabeth",,,,Florida,Escambia County Public Schools,2023-2024
The Midnight Lie,"Rutkoski, Marie",,,,Florida,Escambia County Public Schools,2023-2024
The Winner's Kiss,"Rutkoski, Marie",,,,Florida,Escambia County Public Schools,2023-2024
Rules for Life,"Ryan, Darlene",,,,Florida,Escambia County Public Schools,2023-2024
"Neon Genesis Evangelion: 2-in-1 edition, Vol. 5","Sadamoto, Yoshiyuki",,,,Florida,Escambia County Public Schools,2023-2024
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 1","Sadamoto, Yoshiyuki",,,,Florida,Escambia County Public Schools,2023-2024
"Neon Genesis Evangelion: 3-in-1 edition, Vol. 4","Sadamoto, Yoshiyuki",,,,Florida,Escambia County Public Schools,2023-2024
Not the Girls You're Looking For,"Safi, Aminah Mae",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 10","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 11","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 12","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 13","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 14","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 15","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 16","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 17","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 18","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 2","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 3","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 5","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 6","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 7","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 8","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
"Black Bird, Vol. 9","Sakurakōji, Kanoko",,,,Florida,Escambia County Public Schools,2023-2024
Hold Back the Tide,"Salisbury, Melinda",,,,Florida,Escambia County Public Schools,2023-2024
Getting It,"Sanchez, Alex",,,,Florida,Escambia County Public Schools,2023-2024
Yo No Soy Tu Perfecta Hija Mexicana,"Sánchez, Erika L.",,,,Florida,Escambia County Public Schools,2023-2024
We Are Not From Here,"Sanchez, Jenny Torres",,,,Florida,Escambia County Public Schools,2023-2024
Calamity,"Sanderson, Brandon",,,,Florida,Escambia County Public Schools,2023-2024
Firefight,"Sanderson, Brandon",,,,Florida,Escambia County Public Schools,2023-2024
When I was Puerto Rican: A Memoir,"Santiago, Esmeralda",,,,Florida,Escambia County Public Schools,2023-2024
Anna and the Swallow Man,"Savit, Gavriel",,,,Florida,Escambia County Public Schools,2023-2024
Pablo Picasso,"Scarborough, Kate",,,,Florida,Escambia County Public Schools,2023-2024
The Last Words We Said,"Scheier, Leah",,,,Florida,Escambia County Public Schools,2023-2024
Extraordinary Means,"Schneider, Robyn",,,,Florida,Escambia County Public Schools,2023-2024
Banished,"Schow, Betsy",,,,Florida,Escambia County Public Schools,2023-2024
Spelled,"Schow, Betsy",,,,Florida,Escambia County Public Schools,2023-2024
Wanted (BS),"Schow, Betsy",,,,Florida,Escambia County Public Schools,2023-2024
Endangered,"Schrefer, Eliot",,,,Florida,Escambia County Public Schools,2023-2024
"I Heart You, You Haunt Me","Schroeder, Lisa",,,,Florida,Escambia County Public Schools,2023-2024
Final Appeal,"Scottoline, Lisa",,,,Florida,Escambia County Public Schools,2023-2024
Ash Princess,"Sebastian, Laura",,,,Florida,Escambia County Public Schools,2023-2024
Ember Queen,"Sebastian, Laura",,,,Florida,Escambia County Public Schools,2023-2024
Lady Smoke,"Sebastian, Laura",,,,Florida,Escambia County Public Schools,2023-2024
Amber and Dusk,"Selene, Lyra",,,,Florida,Escambia County Public Schools,2023-2024
Illustrated Who's Who in Mythology,"Senior, Michael",,,,Florida,Escambia County Public Schools,2023-2024
Ashes in the Snow,"Sepetys, Ruta",,,,Florida,Escambia County Public Schools,2023-2024
Out of the Easy,"Sepetys, Ruta",,,,Florida,Escambia County Public Schools,2023-2024
"Cirque du Freak: The Manga, Vol. 1","Shan, Darren",,,,Florida,Escambia County Public Schools,2023-2024
Ophelia Speaks: Adolescent Girls Write About Their Search for Self,"Shandler, Sara",,,,Florida,Escambia County Public Schools,2023-2024
The Girls I've Been,"Sharpe, Tess",,,,Florida,Escambia County Public Schools,2023-2024
Cleopatra's Moon,"Shecter, Vicky",,,,Florida,Escambia County Public Schools,2023-2024
Master of the Game,"Sheldon, Sidney",,,,Florida,Escambia County Public Schools,2023-2024
The Good Girls,"Shepard, Sara",,,,Florida,Escambia County Public Schools,2023-2024
